Mon 24 Oct 2016				public holiday
Tue 25 Oct 2016	10.5	* lay out hoses for irrigator * clean bin A block * mow field * lock up (me A block)		late finish
Wed 26 Oct 2016	6.0	* push mowing * run irrigator * twice up on gym roof for balls * pull out stage with Adrian * replace missing screws on gym basketball hoops * repair window latches Home Ec * install venetian blinds in Home Ec * install latch room 1/2 * renew paper towels Home Ec and Tech * complete marking athletic track * lock up - me B block		
Thu 27 Oct 2016	6.0	* put away stage (with Adrian) * extra bins to field for sports day * cut and move back shelves in library foyer		9am start at Adrian's request. 3 hours at home to sew and repair library green stool
Fri 28 Oct 2016	6.0	* mop up mess in A block boys * replace U-bend in B block boys and clean up * replace T-join and repair downpipe 19/20 * install cabin hook to freezer in Home Ec * reset fuse Home Ec lighting * replace nylon bush on irrigator shaft (1 hr) * tidy Adrian's grass clippings * full rubbish round and common area bins * lock up - me B block	28.5	2 hours at home to repair vinyl on orange library stools
Mon 31 Oct 2016	6.0	* irrigator recondition * lock up (me A block)		2 hrs at home to weld and rebuild dog tip
Tue 1 Nov 2016	6.0	* repair u-bend B block boys and mop * continue recondition irrigator * common area bins * lock up (me B block) * change towels in Home Ec * clean pen ink from floor in Home Ec		Irrigator recondition:  * file to sharpen worn and burred teeth on 60 tooth cog (5 hrs)  * rebuild worn tip of top/push dog  * replace drum wheel bush  * replace bottom shaft bushes  * replace missing grease nipples  * change wheels to level (?)  * grease, run and tune  To do:  * replace bottom/hold dog bush (unavalible at the time)  * rebuild and shape bottom/hold dog tip
Wed 2 Nov 2016	6.0	* fire hose and extinguisher check * install handle gym boys changing * irrigator monitor first run after recondition - adjust * liased with Janise re invoicing procedure * clean boiler fins * cover posters pre exam rm 1 * lock up (me B block)		2 hrs at home researching manuals and emailing contacts for taking on new responsibilites.
Thu 3 Nov 2016	8.0	* remove rideon wheel to Baylis for puncture repair * relocate irrigator to main field * dismantle cricket practice fence * mow 45% field * pull out stage (with Adrian) * common area bins * lock up (me B block)		After work meeting with Gavin and Jon At home research ladder purchase online
Fri 4 Nov 2016	7.5	* install 3 timber posts at criket nets (3hrs) * full rubbish round * lock up (me B block) * tube and starter (flickering) room 4 * remove torn curtain room 5 * mow #2 field * sweep admin entrance * fix door panel room 17 * oil hinges room 2 * clean windows (outside) - staffroom, DP's and Donna's office	33.5	5:30 finish 2 hrs with Maria on Saturday tidying front gardens and staff carpark At home: repair stool and fabricate handle for art room
Mon 7 Nov 2016	7.0	* move and run irrigator * remove broken light fitting outside room 19 * assist TV mount on stage for prize giving * mount handle for printing press - art room * more chairs for exams * rubbish collection post leavers shenanigans * lock up - me B block * replace toilet roll holder A block girls * assist blocked vacumn for Trish		5pm finish
Tue 8 Nov 2016	6.0	* put away stage (with Adrian) * irrigator move and set * sweep around A block, staff and admin * installl new exterior light room 19 * continue repair of cricket practice nets * cover posters in lab A and B in prep for exams * finish mow main field * lock up (me B block) * change wall socket in music * assist Dawn with urinal (cleared cistern and check operation) - more attention required		9am start, 5pm finsh
Wed 9 Nov 2016	7.5	* set irrigator * continue cricket practice nets (3hrs) * repair fire point - library * clean blood B block boys toilet * sweep A block courtyard * full rubbish round * dismantle broken rear stage door slider * move display boards from gym to library * lock up - me B block		9:30 - 5pm
Thu 10 Nov 2016	8.0	* cleaner supplies * refill hand soap home ec. * set irrigator * asphalt potholes back driveway * sweep around workshop and elsewhere * repair, rehang, and ease sliders rear stage door * monitor gym boys urinal (malfunctioning) * clear stage props from reception to rear stage * maintain garden sprinklers * assist art room rubbish disposal * fabricate brackets and weld to complete cricket nets (2hrs) * lock up, rubbish and gates	36.0	9 - 5pm  Adrian simply took his last day off without a word.
Fri 11 Nov 2016				public holiday
Mon 14 Nov 2016	11.0	* open, towels x4 * clear plant decorations from stage * sweep carpark, admin, canteen, gym areas - 1hr * began to tidy caretakers shed - left in state by Adrian * contact Initial regarding sanitary bin * set irrigator * repair office lock * hook to art room ceiling * clean C block girls (vandalism) * clear drain outside gym (2hrs) * mow lawns around H block * consult with cleaner supplies representative * lock up		6am - 5pm  Began full time
Tue 15 Nov 2016	11.0	* open * check sanitary bin supply - count, move one to H block for year 8's * move irrigator to north end * clean and give good once over of ride-on (2hrs) * hi-vis paint ends of irrigator * lawns - inner lawns (1hr) * replace hand-soap dispenser - B block girls * fix Gavin's chair * fix Bernadettes vacuum * weed back entrance, B block courtyard * field mowing * lock up		6am - 6pm  1.5 hrs at home on computer communicating and ordering.
Wed 16 Nov 2016	11.5	* open, towels, toilet rolls C block girls * sweep front, health, canteen, 19/20 * repair cublicle locks, 1 each in A and B block girls * move a door closer from C block to A block - job book * clear rubbish from hall stage * replace missing shower curtain rings in gym boys changing * repair picnic table near canteen * set and run irrigator * asphalt patch outside health (hotmix from street contractors) * sprinklers * sweep drain north side tennis court * mow lawns - 1.5hrs * field mowing - 1.5 hrs * lock up/rubbish round		6pm - 6:30pm  And again time at home answering emails.
Thu 17 Nov 2016	11.0	* open * cleaner supplies * bulbs and tubes * clear overflowing gutters * repair lock for recording studio - 1hr * bit of B&E next door * repair gym door * organise cleaning products and continue tidy caretakers shed * lock up/rubbish		6am - 5pm  Very wet day, more relaxed, part of the day spent working on tidying and organising caretaker's workshop. Lot of help from Maria.
Fri 18 Nov 2016	10.5	* open, towels and cleaner supplies * remove ruubish from rear stage and return coffee cups to home ec. * hard areas sweep and tidy (hoe in hand) * refix rm 17 door  panel * crc stiff gym window (Dawn) * refix basboard rm 14 * move computer desks (3) to Kelly room - Patrick * replace broken chair - rm 5 * mow staff lawn * mow west tech lawn * fix striking plate rm 24 * clear O block gutters * clear gutters A block courtyard * field mowing - 1.5hrs * weeding  - 1hr * full rubbish round * repair broken window latch rm 16 (Lois) * lock up/rubbish	55.0	6am - 6:30pm  Maria assist with sweeping and gardening
Mon 21 Nov 2016	10.5	* open, towels, tubes and cleaner supplies * remove faulty fluro fitting in reception * clean windows and doors rear of gym * clean porch rear of sick bay * gym toilet repair - not flushing * leeston for new fluro fitting, stakes and grass seed * 100m of fencing around vandalised field - 4hrs * mow grass street parking and edges of field - 1hr * get Patrick a new office chair (broken) * tree pruning along avenue * lock up/rubbish		6am - 5:30pm
Tue 22 Nov 2016	12.5	* open * install new fluro unit in reception * refix room 20 door plate * refix cabling unit rear stage * replace missing cabin hook gym entrance doors * repair room 11 door frame * replace glass B block fire point (again) * rake and level soil on vandalised field - 4hrs * 2 irrigeator runs - finish 2nd field * begin repair 3 stools from home ec. * begin fabricating stand up sprinklers (cut pipe and thread ends) * tidy caretakers workshop - 1hr * lost keys - 1hr * lock up/rubbish		6am - 6:30pm
Wed 23 Nov 2016	11.0	* open, towels * replace damaged (bent - how?) bolt B block girls - same bolt as Nov 16  * CRC all cublicle bolts A, B, and C blocks - made a big difference in many * lawn mowing H, O, P, and front of school - 1hr * relocate irrigator, deal with damage, repair riser unit, set and run - 1hr * discuss with Christine C. stage rebuild * shopping * build sprinkler units for field repair and sowing * bit of caretaker workshop clearing * ladder to library to retreive blocks * chain to tennis court gate * discuss with cleaners term break requirements * lock up/rubbish		6am - 5pm  Time at home emailing cleaner supplies order.  A vehicle had been out on the field overnight and damage to irrigation caused.
Thu 24 Nov 2016	11.0	* open/towels/cleaner supplies * replace vacumn hose for Bernadette * repair 3 chairs for home ec. * repair irrigator hose * mow rear lawns * complete sprinklers and set on damaged field (1.5hrs) * tidy caretakers shed * phone calls - Bull, Hazmat, Cleaning, Rhino * lock up/rubbish		6am - 5pm
Fri 25 Nov 2016	11.0	* open, towels, cleaner supplies * clear stage of chairs, move all red chairs to music, all auditorium chairs away * repair rear stage doors - add latch and padlock to prevent further misuse and damage * make good lockers in boys changing - 1hr * patch broken soap holder boys changing * make good stage curtains - 1 hr * repair lifted carpet edging in music/gym * clear drain at japanese * liase re. hall booking - 1/2 hr * full rubbish round - 1 hr * push mow staff, home ec., cricket nets * field mowing - 1.5hrs * lock up/rubbish/cleaners	56.0	6am - 6pm  Frustrating to find myself spending so much time responding to damage caused by lack of thought and supervision - especially in gym space.
Mon 28 Nov 2016	10.0	* open, towels, cleaner supplies * sweep grounds - 1.5 hrs with Maria, after several days of strong winds * set sprinklers and irrigator * seed field - 1hr * refill gas bottles * sand teachers desk for re-finishing * C block door plate - re-glue and secure * move forms to canteen area * clean and supply bin to ag. * push mow health, Liz * clear, weed, prune B block raised garden * lock/rubbish/cleaners		6am - 5:30pm
Tue 29 Nov 2016	6.5	* open, towels, cleaner supplies * keep up with garden and lawn watering * some ride-on mowing * full field mow - 5hrs * continue clearing caretakers shed * lock up/rubbish/cleaners		6am - 5:30pm
Wed 30 Nov 2016	10.5	* open, towels, cleaner supplies * sweep * pull out stage, fix up curtains and make better stage curtain * re-fix hall door kick plate * repair couple of chairs and 2 tables and return to classrooms * varnish desk for Anna * repair rubbish bin lid (note more for later) * continue to adjust tracking on irrigator - may have it tracking straight now * continue to clear out and sort caretakers workshop * lock up/rubbish/cleaners		6am - 5:30pm  Home at computer for an hour or so replying emails and making cleaner order.
Thu 1 Dec 2016	10.0	* open/bulbs/towels/cleaner supplies * lawn mowing - 1.5hrs * irrigator - broken riser valve to repair - 1hr * varnish desk, final coat blackboard * prop loose step H block girls * repair bin lids x 3 * repair door lock rm 19 * ease jamming door - office B block courtyard * repair lamp for AV boys * rope off walkway for exams * pruning at carpark, B block cabbage tree * lock up/rubbish		6am - 5pm
Fri 2 Dec 2016	11.5	* open/towels/cleaner supplies * stage in * exit lights in gym, test, investigate, fix - 2hrs * irrigator riser maintenance and repairs - 2hrs * repair remaining loose bin lids * phone councel re. recycling  * weld new wheel to broken chair barrow in gym * discuss with Sam keeping exits clear * varnish desk * lawn mow * full rubbish round * lock up/rubbish	48.5	6am  - 5:30pm
Mon 5 Dec 2016	11.0	*  open/towels/cleaner supplies * repair lock at internal gym doors * re-hook stage curtains * shopping * replace fluro gym exit light - fail? * clean BBQ for use of camera club * push mowing * remove bike rake chain * irrigator * pruning, music garden landscaping - 3 hrs * lock up/rubbish		6am - 5:30pm
Tue 6 Dec 2016	11.0	* open/towels/cleaner supplies * irrigator and sprinklers * landscape, edge and mulch at music - 8hrs * lock up/rubbish		6am - 5pm
Wed 7 Dec 2016	11.5	* open/cleaner supplies * sweep * fire hose and extinguisher service check * signage service check * safety barriers service check * repair damaged fire hose cabinet * mow front lawns * push mow cricket nets and elsewhere * repair B block rm 1 lock * remove paper from rm 1 walls (from exams) * replace spare part for trimmer * 1 hr with Kevin for LPG certification * shopping (trailer cable repair) * take trailer for WOF * size up security latch for Kelly * lock up/rubbish		6am - 5:30pm
Thu 8 Dec 2016	10.5	* open/lights/towels/cleaner supplies * scrub entrances and windows west side of gym * remortar loose brick B block * repair rideon: new drive belt and deck wheels * repair trailer: replace damaged cable (cactus) * cut and prime blackboard * lock up/rubbish		6am - 5:30  Extra rubbish on lock up.
Fri 9 Dec 2016	12.0	* open/lights/towels/cleaner supplies * sweep * mow lawns (1.5hrs) * put up new LPG signage * shopping * remove under sink doors from woodwork, sand and udercoat * paint blackboard * restore doors to woodwork sink, cleaned and polished paint from sink and surrounds * cleaned metalwork sink and surrounds * lawn edges: 19/20, rear gym, library * field mowing - 3hrs * lock up/rubbish/cleaners	56.0	6am - 6pm  Extra rubbish on lock up. Hall stage left cluttered and has been hired out for Sunday.  Went in on Saturday to mow field, move irrigator and prepare gardens as requested at hall for prizegiving.  Went in again on Sunday to open hall for hirer, cleared chairs from stage, cleared gym equipment from gym, pulled out (and restored) stage. Finished mowing main field.  Maria and I did 6 hrs each on the weekemd.
Mon 12 Dec 2016	11.5	* open/cleaner supplies * sweep * clear water at canteen * repair Wilson room door handle * clean BBQs, replace 3 damaged wheels, deliver to site * room 13 remove surplus curtain rails and pulls * fix stove door at home ec. * replace damaged stage wheel - engineer new axle to accomadate new wheel * tidy away furniture from stage * replace missing bolt at canteen basketball hoop * collect and clean BBQs * try to get soap dispenser to work in metalwork * begin bracket for Antony * lock up/rubbidh		6am - 5:30  Again extra rubbish in B block
Tue 13 Dec 2016	10.0	* open/towels/cleaner supplies * sweep * engineer bracket for Antony - ~3hrs *  repaint diesel signage * change LPG padlocks * irrigator x2 and repair pinched hose * remove desks room 9 * rubbish rooms 9/11 * lock/rubbish		6am - 5:30pm
Wed 14 Dec 2016	9.0	* open/towels * repair desk room 20 * collect and clean yellow bins * make cleaner supply order * install window security stay for Kelly * cut down desk for Kelly room * irrigator/sprinklers * clean grafitti from rear gym * mow front lawns * mow staff lawn * re-mortar loose brick B block * cut and assemble shelves for gym office * lock up		6am - 5pm
Thu 15 Dec 2016	9.5	* remove and store volleyball posts * mount bracket for Anthony * buy, wrap and gifts for cleaners * install shelving in gym office * irrigator and sprinklers * rubbish and paper from room 9 * spot clean Kelly room carpet * dismantle old furniture and dispose * cleaner supplies * more rubbish to collect		8am - 5:30pm
Fri 16 Dec 2016	9.5	* store hall chairs and put away stage * irrigator/sprinklers * install new dispensers (heavy duty hand wash) for tech rooms * more paper and rubbish to collect * begin line marking at caretakers area * unlock doors and provide keys for network installers	49.5	8am - 5:30pm  Lots of unproductive time today providing simple services to staff, also time wasted answering non-events from cleaners.  In on Sunday for an hour because the CableNet man had got his master key stuck in a lock. I rescued him, dismantled the lock, extracted the key and straightened it. Bent keys catch in locks.
Mon 19 Dec 2016	9.5	* sweep * mow: canteen, library, cricket nets, avenue * weed admin/reception * gutters: reception, east A block * clear ivy from wall Gavin's office * relocate irrigator to #2 field * replace seal #2 field riser * temporary repair to broken plug socket on carpet cleaner machine * bit more on line marking at caretakers shed		7:30am - 5pm  I had to chase up the master key - CableNet finished the job but the key was not returned to me. I need it Tuesday for the Rhino service check.
Tue 20 Dec 2016	11.0	* Rhino sevice check - discussed exit lights, fire point panel and smoke detector testing * HealthyAir service on heatpumps - me not impressed by the work done * irrigator/sprinklers * train Maria with carpet cleaner * repair split hose on carpet cleaner * repair gym store lock * install concertina doors in gym - not quite finished today		7am - 6pm
Wed 21 Dec 2016	10.0	* complete gym doors * re-glue formica shower seat at gym * irrigator x 3 runs * repair desks for rooms 12, 15, 16, 21 * re-hang curtains for rooms 12, 16, 24 * ground marking at caretakers area		7:30am - 5:30pm
Thu 22 Dec 2016	9.0	* complete ground marking * clear up and tidy in boiler * irrigator relocate, 3 runs * measure, order and collect timber for playground (3 trips)		7:30am - 5:30pn
Fri 23 Dec 2016	7.0	* field: remove fence, over-seed, swap sprinkler * tidy and sweep pumphouse * irrigator single run * clear front kerbside: trim grass edge, clear weeds from gutter, remove grasses from roadside gardens (blocking gutter), swept and removed gravel from gutter, remove gravel and sand at entrances (4 hours) * secure broken entrance gate (gate post and gate bent by bus earlier in the week)	46.5	8am - 3pm
Mon 26 Dec 2016	0.0			Public holiday
Tue 27 Dec 2016	4.0	* start on playground, erect barrier fence, mark out and find levels		Public holiday  1pm - 5pm
Wed 28 Dec 2016	8.0	* digging and setting posts - 30 in total, this will take a while		8:30am - 5pm
Thu 29 Dec 2016	8.5	* posts		8:30am - 5:30 pm
Fri 30 Dec 2016	7.0	* posts	27.5	8:30am - 5:30pm  2 hours away to attend funeral
Sat 31 Dec 2016	6.0	* complete posts - hooray * sweep, prune and clear south side tennis court		
Mon 2 Jan 2017	5.0	* tidy Ag Dept: cut back grass and weeds, clear path, prune trees		Public holiday  12 - 5pm
Tue 3 Jan 2017	7.0	* clear north border of field, mostly tree work * clear west side tennis court		Public holiday  10 - 5pm
Wed 4 Jan 2017	2.0	* dismantle roller bearings and housings from roller on gang mower - source parts from Cochranes		8 - 10am
Thu 5 Jan 2017	7.5	* playground * dismantle frames and return gates from caretakers cottage * weed top end east field fence * relocate irrigator		9 - 5pm
Fri 6 Jan 2017	9.0	* back and forth to Cochrane's sorting bearings on gang mower * more tree work south side tennis court * playground	36.5	7:30am - 5pm
Sun 8 Jan 2017	2.0	* playground		
Mon 9 Jan 2017	9.5	* clear prunings from south side tennis court * weed and clear west side tennis court * rubbish round and clean bins * irrigator x 2 * playground		8am - 6pm
Tue 10 Jan 2017	9.0	* playground * irrigator x2 and sprinklers		8am - 5:30pm
Wed 11 Jan 2017	8.5	* irrigator x 2 and relocate to #2 field * sprinklers * common area bins and wipe shelves * playground		8:30 - 5:30pm
Thu 12 Jan 2017	9.0	* finish playground * put away bicycle racks * prune hedge at rm 14 (?) * prune hadge outside Donna's office * tidy Miru's garden * hoe west tech * irrigator x 2, sprinklers		7:30am - 5:30pm
Fri 13 Jan 2017	8.5	* irrigator x 2 * prune trees down back driveway - clear from drive and overhead power lines. cut edges - load to trailer * weed and prune at entrance - particular attention to camelias	44.5	8am - 5:30pm
Sun 15 Jan 2017	4.0	* bulid stands for 2 of 4 sprinklers		
Mon 16 Jan 2017	8.5	* empty trailer * sweep carpark * cut and sweep berm edges * weed gym office garden * weed around gym garage * weed west B block * weed driveway at garage * weed soil  pile at hothouse * mow cricket nets * mow Ag Dept. * irrigator x 2 and relocate to main field * ring Bevan, EnviroWaste, South Hort, Harkerss, RockGas		8am - 5:30pm  - to meet Bevan and discuss spraying on Tuesday - quoted for payground bark chip - Harkerss still unreachable (holiday?) - RockGas to remove 2 cylinders - nop skip pick up for 2 weeks despite my reminders both Thursdays
Tue 17 Jan 2017	8.5	* sweep, sprinklers, irrigator * reset room 7, support and music after carpet cleaning * begin remodel cabinetery for home ec. dishwasher * purchase plumbing and electrical items etc for dishwasher * order barrels and keys for canteen * order bark chip for playground * meet Bevan for field spraying		8am - 5:30pm
Wed 18 Jan 2017	8.5	* sprinklers, relocate irrigator to main field, set and run * hot asphalt holes at back driveway, tennis court and entrance * dishwasher: power point, waste and plumbing, complete and test run * tidy around boiler		8am - 5:30pm  Around 8 hours for dishwasher
Thu 19 Jan 2017	8.5	* sweep, irrigator * lawn edges south B block * clear lawn clippings from cottage * remove cottage garage door, clean, glue and clamp * repair loose lock at A block south-west * prune coprosma hedges in A block courtyard, clean sooty mold from railing, weed paving * change locks: canteen exterior doors		8:30am - 6pm
Fri 20 Jan 2017	8.0	* sweep, sprinklers, and rubbish round * fix dishwasher leak * complete caretakers cottage garage door and re-hang * buy and replace faulty tap mixer in canteen * meet and assist Yvonne * relocate and set irrigator * start on art room whiteboard	42.0	8am - 5pm
Mon 23 Jan 2017	7.5	* sweep * cut and fit whiteboard for art room (repair light fitting) * lawn edges at ilbrary and rear B block * irrigator * repair rubbish bin * investigate canteen pie warmer - dismantle and test: ok		8:30 - 5pm
Tue 24 Jan 2017	9.0	* sweep and clear cobwebs A block common walkways * lawn edges: C block, bus bay, rear gym, canteen * irrigator, sprinklers * pin board for Melissa * repair, sand and first coat varnish for Rebecca * whiteboaard marker tray for Pam		7:30 - 6pm
Wed 25 Jan 2017	8.0	* sweep, irrigator, sprinklers * organise courier for H block key to James Bull * 2nd and 3rd varnish for Rebecca's desk and whiteboard pen tray * lawn edges - 19/20, rear B block * assist Matt with fridge, landlord check list for house, clear unwanted items from garage * dig out student desk from garage for Rebecca * clear rubbish for Chris * relocate irrigator * 1 hour with Andy from Wormald * dismantle surplus furniture * lock up and rubbish		7:30am - 5:30pm
Thu 26 Jan 2017	8.5	* irrigator, sprinklers * complete desk for Rebecca * mount whiteboard and pen tray for Pam * source and arrange collection of skylight * spread bark chip - 11:30am - 5pm * lock up and rubbish		7:30am - 5:30pm
Fri 27 Jan 2017	9.0	* spreading wood chip at playground - 7hrs, 50cu.m. * more edging * rubbish/lock up * clean drinking fountains	42.0	8am - 6pm
